,site,nf,lenght
1078,1jnq_A_Fe_6780_OK,19.2123,1244
1079,1hlq_C_Fe_1739_OK,55.3342,772
1080,5odr_G_Fe_31380_OK,0.039163,1
1081,1sum_B_Fe_1808_OK,128.06,7810
1082,1dtg_A_Fe_2564_OK,115.112,8099
1083,5ux2_A_Fe_3442_OK,102.012,5683
1084,3lmc_A_Fe_1553_OK,46.5589,1356
1085,5cxm_C_Fe_2864_OK,128.094,30049
1086,1r27_D_Fe_27008_OK,15.0892,560
1087,1pih_A_Fe_567_OK,44.2481,715
1088,3wku_B_Fe_6466_OK,39.8322,2874
1089,1hse_A_Fe_2476_OK,128.031,6998
1090,1upx_A_Fe_8406_OK,33.7246,1332
1091,1hlq_A_Fe_1710_OK,55.924,773
1092,1m34_D_Fe_48565_OK,72.384,3206
1093,3o3m_D_Fe_24939_OK,121.128,2947
1094,1aor_B_Fe_9453_OK,66.1903,2030
1095,2jh3_B_Fe_13998_OK,1.99305,2924
1096,1b4n_A_Fe_19153_OK,63.8802,2024
1097,2jh3_B_Fe_13996_OK,1.99305,2925
1098,4lqj_A_Fe_1548_OK,128.005,8019
1099,1m1n_F_Fe_32319_OK,72.384,3206
1100,1js2_A_Fe_2645_OK,42.7538,658
1101,4crm_P_Fe_7049_OK,4.51484,261
1102,2ynm_A_Fe_11303_OK,128.01,55724
1103,2d3y_A_Fe_1728_OK,128.027,11854
1104,3cf4_A_Fe_7191_OK,9.36486,678
1105,1dax_A_Fe_953_OK,128.057,49306
1106,2gmj_B_Fe_9171_OK,47.9543,4884
1107,1fp6_C_Fe_8757_OK,128.027,53623
1108,1rw4_A_Fe_2052_OK,128.042,49402
1109,1e3d_A_Fe_24421_OK,68.5618,2220
1110,2fja_B_Fe_12962_OK,32.4975,1937
1111,6onc_D_Fe_19066_OK,15.4502,562
1112,5ep9_A_Fe_7614_OK,128.014,20431
1113,6cin_A_Fe_53106_OK,15.2868,839
1114,1oao_A_Fe_21806_OK,14.4059,800
1115,5odr_E_Fe_31227_OK,50.1678,2033
1116,1n2c_D_Fe_24296_OK,72.384,3206
1117,1gn9_A_Fe_8193_OK,33.7289,1332
1118,2vsf_A_Fe_4756_OK,128.027,5918
1119,3or2_D_Fe_14595_OK,14.3161,2590
1120,2a5h_B_Fe_13288_OK,101.928,8094
1121,4wn9_D_Fe_15240_OK,94.9739,3226
1122,5ean_A_Fe_8616_OK,19.6956,1370
1123,4bk8_A_Fe_991_OK,128.042,2425
1124,1oao_A_Fe_21807_OK,14.4059,799
1125,1hfe_L_Fe_7806_OK,108.296,3225
1126,4z3w_H_Fe_26590_OK,128.013,15236
1127,4udx_X_Fe_9520_OK,18.2145,876
1128,1gn9_B_Fe_8209_OK,33.7289,1332
1129,3uqy_S_Fe_13817_OK,68.6598,2311
1130,5yq7_L_Fe_16460_OK,4.03534,580
1131,3s9m_D_Fe_16662_OK,17.9485,1161
1132,3or1_D_Fe_14659_OK,14.3161,2589
1133,2e7z_A_Fe_7642_OK,128.007,13730
1134,1dxg_B_Fe_526_OK,104.332,862
1135,3a04_A_Fe_2949_OK,128.035,11032
1136,3pl1_A_Fe_1374_OK,128.042,17896
1137,1e7p_B_Fe_36788_OK,128.006,8173
1138,1oa0_A_Fe_8363_OK,33.7246,1332
1139,3rgw_S_Fe_6932_OK,62.0263,2122
1140,1r27_D_Fe_27001_OK,15.0892,560
1141,1dfx_A_Fe_977_OK,81.2439,1249
1142,3lw5_A_Fe_35975_OK,3.1494,287
1143,2afi_I_Fe_48327_OK,80.7332,3012
1144,5da5_d_Fe_43657_OK,99.5832,1898
1145,3mm5_B_Fe_12614_OK,84.147,8607
1146,4wq4_A_Fe_8342_OK,128.025,11545
1147,2vpw_B_Fe_18767_OK,128.027,11772
1148,1y67_A_Fe_6570_OK,128.031,5255
1149,1h1l_B_Fe_15440_OK,76.4086,3168
1150,5odq_A_Fe_31118_OK,0.039163,1
1151,1h1l_C_Fe_15486_OK,81.9566,2954
1152,4xpi_D_Fe_16130_OK,72.8717,3208
1153,3n5n_Y_Fe_4048_OK,128.005,16157
1154,2ohi_D_Fe_25408_OK,63.0649,2020
1155,1mio_C_Fe_15260_OK,40.8258,2455
1156,6onc_A_Fe_18983_OK,15.4738,575
1157,3lzd_A_Fe_5201_OK,56.3615,1938
1158,3mfl_N_Fe_10661_OK,89.7877,4453
1159,3k1a_D_Fe_15864_OK,72.384,3206
1160,5odc_H_Fe_31369_OK,128.021,10895
1161,5a4m_S_Fe_13310_OK,68.8097,2321
1162,2boy_F_Fe_15986_OK,68.5792,3496
1163,1qh8_B_Fe_15590_OK,76.4086,3168
1164,6fos_C_Fe_25253_OK,128.004,62185
1165,2pda_B_Fe_18843_OK,14.1296,769
1166,1frf_S_Fe_6143_OK,61.8297,2308
1167,3mm5_B_Fe_12611_OK,84.147,8607
1168,3kv5_A_Fe_7114_OK,15.6471,1023
1169,2afh_D_Fe_20439_OK,72.384,3206
1170,1n2c_D_Fe_24305_OK,72.384,3206
1171,3o3m_C_Fe_24926_OK,103.594,2718
1172,4toa_U_Fe_31707_OK,128.013,18049
1173,2goy_H_Fe_14553_OK,128.035,33782
1174,1m1n_G_Fe_32360_OK,80.5026,2990
1175,1su7_A_Fe_4655_OK,18.2145,876
1176,3rgw_S_Fe_6929_OK,62.0263,2122
1177,3gyx_F_Fe_39268_OK,27.3772,1431
1178,2hip_A_Fe_1108_OK,46.0835,758
1179,5tr0_A_Fe_42081_OK,19.8092,1390
1180,1oao_B_Fe_21887_OK,14.4059,799
1181,1qh8_B_Fe_15602_OK,76.4086,3168
1182,3cf4_A_Fe_7172_OK,9.36486,678
1183,1e3d_A_Fe_24420_OK,68.5618,2220
1184,2fdn_A_Fe_736_OK,128.078,13520
1185,4zkh_B_Fe_10306_OK,128.054,10143
1186,2fug_L_Fe_73791_OK,128.026,10346
1187,5n6y_E_Fe_16828_OK,95.4619,3177
1188,1b0v_C_Fe_3400_OK,128.021,17985
1189,3lzd_A_Fe_5204_OK,56.3615,1938
1190,4nd8_A_Fe_15988_OK,79.7267,2990
1191,5la3_B_Fe_9009_OK,46.8283,2690
1192,3ze9_A_Fe_12123_OK,62.4071,1961
1193,5j92_D_Fe_8282_OK,128.002,11767
1194,2vpw_B_Fe_18757_OK,128.027,11772
1195,5odq_A_Fe_31123_OK,0.039163,1
1196,3or1_A_Fe_14492_OK,14.3641,2590
1197,1su6_A_Fe_4655_OK,18.2145,876
1198,5fle_X_Fe_4778_OK,18.2145,876
1199,1hip_A_Fe_621_OK,50.9684,775
1200,4iub_S_Fe_6919_OK,62.3217,2315
1201,1tv7_B_Fe_5310_OK,128.02,44707
1202,2afi_B_Fe_48107_OK,72.384,3206
1203,1feh_A_Fe_4479_OK,46.9095,2702
1204,1hfe_L_Fe_7781_OK,108.296,3225
1205,2afh_D_Fe_20430_OK,72.384,3206
1206,1js2_D_Fe_2672_OK,42.7043,656
1207,1m34_F_Fe_48580_OK,128.048,54545
1208,4ci0_B_Fe_6875_OK,66.7838,2885
1209,4p9g_A_Fe_1255_OK,128.018,29135
1210,3myr_E_Fe_25737_OK,65.4616,2242
1211,5bvg_D_Fe_16374_OK,72.384,3206
1212,1a6l_A_Fe_842_OK,128.008,18003
1213,1e2u_A_Fe_4238_OK,36.0014,1324
1214,6htk_B_Fe_6119_OK,128.023,17142
1215,1k0t_A_Fe_1191_OK,128.071,62725
1216,2pyb_A_Fe_4990_OK,128.011,6643
1217,4udx_X_Fe_9513_OK,18.2145,876
1218,1kek_A_Fe_18788_OK,14.1296,769
1219,5t5i_F_Fe_28046_OK,4.26327,921
1220,1dwl_A_Fe_1222_OK,128.033,27185
1221,3lgb_B_Fe_3195_OK,32.1995,782
1222,1kek_A_Fe_18779_OK,14.1296,769
1223,3ir5_A_Fe_15763_OK,14.5818,3477
1224,2goy_H_Fe_14552_OK,128.035,33782
1225,2afh_B_Fe_20338_OK,72.384,3206
1226,4nd8_A_Fe_15987_OK,79.7267,2990
1227,4iub_S_Fe_6917_OK,62.3217,2315
1228,5l8r_A_Fe_31974_OK,3.05784,274
1229,1oa0_A_Fe_8354_OK,33.7246,1332
1230,1kek_A_Fe_18771_OK,14.1296,770
1231,1aor_A_Fe_9389_OK,66.1903,2030
1232,3ayx_D_Fe_13806_OK,66.8295,2209
1233,2gmh_B_Fe_9282_OK,47.9543,4884
1234,6o7l_D_Fe_30937_OK,72.3825,3206
1235,6c75_A_Fe_11828_OK,128.037,14064
1236,2vpw_B_Fe_18748_OK,128.027,11772
1237,1ao0_D_Fe_14095_OK,120.722,4139
1238,4nd8_A_Fe_15986_OK,79.7267,2990
1239,3zgl_B_Fe_4875_OK,128.003,3021
1240,5a4m_S_Fe_13311_OK,68.8097,2321
1241,6f0k_B_Fe_39965_OK,27.1887,9016
1242,1h1l_D_Fe_15487_OK,76.4086,3168
1243,4rtb_A_Fe_3353_OK,128.037,12529
1244,2cw2_A_Fe_3153_OK,128.017,5286
1245,5j53_A_Fe_7457_OK,104.086,3118
1246,2gcu_C_Fe_7561_OK,128.052,15283
1247,5bvg_C_Fe_16382_OK,79.7267,2990
1248,3or1_A_Fe_14493_OK,14.3161,2590
1249,1o94_A_Fe_17663_OK,68.5281,2529
1250,1jqf_A_Fe_2552_OK,128.035,8226
1251,5la3_A_Fe_8962_OK,46.8678,2702
1252,4fe1_A_Fe_20425_OK,3.16759,277
1253,4z3w_H_Fe_26588_OK,128.013,15236
1254,3uv3_B_Fe_4798_OK,128.025,3021
1255,1qw0_A_Fe_2267_OK,128.003,56228
1256,1y4z_B_Fe_15793_OK,13.4524,484
1257,3ayx_D_Fe_13805_OK,66.8295,2209
1258,2vpw_B_Fe_18750_OK,128.027,11772
1259,3e6s_A_Fe_7699_OK,128.056,10357
1260,3lw5_A_Fe_35978_OK,3.1494,287
1261,6m9r_A_Fe_7518_OK,4.23727,458
1262,5odc_G_Fe_31321_OK,0.039133,1
1263,3lx4_A_Fe_6207_OK,65.7642,2681
1264,5t5i_N_Fe_28264_OK,1.28142,913
1265,1j3q_B_Fe_2971_OK,123.124,8907
1266,3c8y_A_Fe_4514_OK,46.9095,2702
1267,1y4z_B_Fe_15792_OK,13.4524,484
1268,2vpw_B_Fe_18751_OK,128.027,11772
1269,1ao0_D_Fe_14096_OK,120.722,4139
1270,1c4c_A_Fe_4504_OK,46.9095,2702
1271,2afi_I_Fe_48322_OK,80.7332,3012
1272,1oa0_A_Fe_8360_OK,33.7246,1332
1273,4dhv_B_Fe_1048_OK,128.081,43700
1274,2y8n_D_Fe_14977_OK,4.67275,52
1275,2pda_B_Fe_18844_OK,14.1296,769
1276,3i01_D_Fe_43624_OK,14.4059,800
1277,6ex3_B_Fe_6288_OK,128.032,5292
1278,3bvq_B_Fe_5152_OK,7.31297,201
1279,1jnr_D_Fe_12908_OK,32.4975,1937
1280,4m73_B_Fe_5272_OK,128.042,5792
1281,5odq_A_Fe_31115_OK,0.039163,1
1282,1rcw_C_Fe_5195_OK,128.048,7462
1283,1kek_B_Fe_18831_OK,14.1296,769
1284,6onc_A_Fe_18982_OK,15.4738,575
1285,2min_C_Fe_15845_OK,84.5649,3041
1286,2fug_F_Fe_73664_OK,116.923,7079
1287,1b0p_A_Fe_18777_OK,14.1296,769
1288,1fp4_D_Fe_15860_OK,72.384,3206
1289,3szo_B_Fe_4801_OK,128.025,3021
1290,2vpw_E_Fe_18795_OK,128.032,13879
1291,2fdn_A_Fe_731_OK,128.083,13521
1292,1hip_A_Fe_622_OK,50.7153,774
1293,5odr_G_Fe_31379_OK,0.039163,1
1294,5ome_A_Fe_905_OK,128.009,4459
1295,3o3m_D_Fe_24937_OK,121.128,2947
1296,6euo_B_Fe_11103_OK,117.012,4631
1297,3zea_A_Fe_11801_OK,60.7132,1870
1298,4fe1_A_Fe_20424_OK,3.16759,277
1299,1gnl_A_Fe_8296_OK,33.7098,1332
1300,3cf4_A_Fe_7189_OK,9.36486,678
1301,2fug_P_Fe_73775_OK,30.963,2862
1302,3zea_A_Fe_11799_OK,60.7132,1870
1303,1su7_A_Fe_4656_OK,18.2145,876
1304,4c1n_C_Fe_38676_OK,11.376,983
1305,3i01_D_Fe_43623_OK,14.4059,799
1306,5lun_B_Fe_11028_OK,128.053,12781
1307,5odr_E_Fe_31230_OK,50.1678,2033
1308,3h31_A_Fe_662_OK,53.4991,797
1309,5t5i_F_Fe_28063_OK,4.26327,921
1310,1oao_B_Fe_21880_OK,14.4059,799
1311,1e5h_A_Fe_2128_OK,128.004,14523
1312,2vdc_K_Fe_89473_OK,128.046,32449
1313,3n5n_Y_Fe_4049_OK,128.005,16157
1314,1dj7_A_Fe_1399_OK,40.1445,1018
1315,1fp4_C_Fe_15854_OK,84.5732,3028
1316,1gt8_C_Fe_31252_OK,4.48843,210
1317,4wes_A_Fe_15486_OK,41.5863,2479
1318,2vpw_B_Fe_18756_OK,128.027,11772
1319,2vdc_G_Fe_89211_OK,128.046,32449
1320,6n0j_A_Fe_2253_OK,128.026,5288
1321,5n6y_B_Fe_16843_OK,95.4619,3177
1322,5n6y_E_Fe_16820_OK,95.4619,3177
1323,2wpn_A_Fe_5841_OK,60.9907,1885
1324,5y7t_B_Fe_2220_OK,128.039,18736
1325,1gt8_D_Fe_31434_OK,4.44924,210
1326,1xcp_C_Fe_8779_OK,128.028,52982
1327,4z3w_H_Fe_26591_OK,128.013,15236
1328,1r27_A_Fe_26751_OK,15.4202,3849
1329,1qh8_A_Fe_15591_OK,81.9566,2954
1330,6elq_X_Fe_14304_OK,16.4048,967
1331,1c96_A_Fe_5826_OK,94.2379,6144
1332,4wna_A_Fe_16078_OK,80.5026,2990
1333,2pda_B_Fe_18830_OK,14.1296,769
1334,5odc_H_Fe_31375_OK,128.021,10895
1335,2fug_C_Fe_73707_OK,128.026,10346
1336,5fez_A_Fe_2897_OK,128.012,37264
1337,3lzd_A_Fe_5203_OK,56.3615,1938
1338,1gnt_A_Fe_4280_OK,36.1306,1297
1339,1kek_B_Fe_18830_OK,14.1296,769
1340,3lx4_A_Fe_6210_OK,65.7642,2681
1341,3c8y_A_Fe_4498_OK,46.9095,2702
1342,2pda_B_Fe_18829_OK,14.1296,770
1343,2ohi_D_Fe_25409_OK,63.0649,2020
1344,1c4c_A_Fe_4507_OK,46.9095,2702
1345,1dur_A_Fe_391_OK,128.035,12511
1346,1b4n_A_Fe_19151_OK,63.8802,2024
1347,1hlq_B_Fe_1727_OK,55.23,773
1348,2yiv_X_Fe_10219_OK,18.1858,876
1349,6cin_F_Fe_53398_OK,15.5242,889
1350,6bbl_C_Fe_31702_OK,80.4877,2990
1351,1e2u_A_Fe_4242_OK,36.0014,1324
1352,2z8y_O_Fe_43538_OK,4.49135,242
1353,1kek_B_Fe_18840_OK,14.1296,769
1354,6fxx_A_Fe_5769_OK,7.23298,277
1355,1hlq_A_Fe_1708_OK,55.924,772
1356,1m34_J_Fe_48762_OK,72.384,3206
1357,1jr7_A_Fe_2492_OK,128.045,8543
1358,4wzb_C_Fe_24047_OK,79.9747,3012
1359,2fug_F_Fe_73665_OK,116.923,7080
1360,1qh8_B_Fe_15601_OK,76.4086,3168
1361,1i4y_F_Fe_7607_OK,128.01,4009
1362,1fp6_D_Fe_8759_OK,128.027,53626
1363,4z3w_F_Fe_26535_OK,128.029,15960
1364,2ivf_B_Fe_11754_OK,15.0967,1450
1365,2e7z_A_Fe_7641_OK,128.007,13623
1366,2b3y_A_Fe_13866_OK,74.1866,4181
1367,3ir5_A_Fe_15764_OK,14.5818,3477
1368,1oao_D_Fe_22042_OK,4.48826,242
1369,2afi_B_Fe_48105_OK,72.384,3206
1370,5xvc_S_Fe_12703_OK,66.3855,2245
1371,6onc_A_Fe_18980_OK,15.4738,575
1372,4pl1_B_Fe_5483_OK,128.009,29635
1373,3uqy_S_Fe_13815_OK,68.6598,2311
1374,2fug_C_Fe_73705_OK,128.026,10345
1375,4wna_B_Fe_16089_OK,72.384,3206
1376,4m2g_B_Fe_10532_OK,128.029,8821
1377,3or1_D_Fe_14653_OK,14.3641,2590
1378,3aqj_A_Fe_5207_OK,83.6426,1485
1379,2o01_C_Fe_29592_OK,128.027,59709
1380,5odq_G_Fe_31366_OK,0.039163,1
1381,5da5_U_Fe_43657_OK,99.5832,1898
1382,3h7y_B_Fe_3569_OK,62.2687,1311
1383,1gnl_B_Fe_8313_OK,33.7098,1332
1384,5v1s_A_Fe_6679_OK,128.039,11079
1385,6bps_A_Fe_1557_OK,128.001,5128
1386,6o7l_C_Fe_30931_OK,82.1847,3043
1387,1kek_B_Fe_18829_OK,14.1296,769
1388,1fxr_B_Fe_1017_OK,128.057,49306
1389,4ci0_B_Fe_6876_OK,66.7838,2885
1390,1jnr_B_Fe_12821_OK,32.4975,1937
1391,1kf6_B_Fe_16747_OK,128.008,8908
1392,6g94_Q_Fe_29637_OK,61.3029,1955
1393,1e7p_B_Fe_36790_OK,128.006,8173
1394,3o8y_B_Fe_21570_OK,39.0191,1619
1395,5g5h_B_Fe_9140_OK,128.043,8010
1396,1w5c_J_Fe_35594_OK,2.88183,367
1397,4wn9_C_Fe_15231_OK,41.1499,2468
1398,2fug_F_Fe_73666_OK,116.923,7079
1399,1su6_A_Fe_4657_OK,18.2145,876
1400,1jqk_E_Fe_26871_OK,16.1859,932
1401,5lg8_A_Fe_1448_OK,128.008,8122
1402,1m34_N_Fe_48819_OK,128.048,54545
1403,3uqy_S_Fe_13818_OK,68.6598,2311
1404,2ivf_B_Fe_11763_OK,15.0967,1450
1405,5bvg_C_Fe_16377_OK,79.7267,2990
1406,4dhv_B_Fe_1049_OK,128.081,43795
1407,1e3d_A_Fe_24412_OK,68.5618,2220
1408,2c8v_A_Fe_2054_OK,128.039,49253
1409,2o01_C_Fe_29582_OK,128.027,59708
1410,6daw_A_Fe_5383_OK,128.009,8528
1411,5n6y_A_Fe_16821_OK,88.252,3178
1412,1lko_A_Fe_1528_OK,128.02,9770
1413,6elq_B_Fe_14334_OK,16.4048,967
1414,1lm4_A_Fe_2960_OK,128.022,8245
1415,1sum_B_Fe_1806_OK,128.06,7810
1416,1jnf_A_Fe_5227_OK,16.9849,754
1417,2fug_P_Fe_73778_OK,30.963,2862
1418,1tv7_A_Fe_5290_OK,128.043,43792
1419,3or1_A_Fe_14500_OK,14.3161,2589
1420,1su6_A_Fe_4670_OK,18.2145,876
1421,1w9m_A_Fe_4269_OK,36.0014,1324
1422,2afi_J_Fe_48328_OK,72.384,3206
1423,4bio_A_Fe_2761_OK,128.054,5733
1424,3ir5_A_Fe_15761_OK,14.5818,3477
1425,1b06_F_Fe_10188_OK,128.056,5271
1426,3k1a_A_Fe_15818_OK,84.3865,3049
1427,5m21_D_Fe_15415_OK,1.49639,50
1428,3vth_A_Fe_11186_OK,35.1096,1143
1429,5ean_A_Fe_8615_OK,19.6956,1370
1430,1e08_A_Fe_4985_OK,119.356,3549
1431,2xr8_K_Fe_59226_OK,122.017,3533
1432,3min_C_Fe_15835_OK,84.5649,3041
1433,1nit_A_Fe_5821_OK,90.4541,6138
1434,4wn9_D_Fe_15241_OK,94.9739,3226
1435,1hlq_C_Fe_1738_OK,55.3226,770
1436,4lyx_A_Fe_1602_OK,128.005,8019
1437,2min_C_Fe_15840_OK,84.5649,3041
1438,4wes_C_Fe_15540_OK,41.1102,2464
1439,1hfe_L_Fe_7795_OK,108.296,3225
1440,2vpw_B_Fe_18759_OK,128.027,11772
1441,4xpi_C_Fe_16129_OK,80.3791,2990
1442,2vpw_B_Fe_18765_OK,128.027,11772
1443,4fhc_A_Fe_2812_OK,128.01,28719
1444,4x8b_A_Fe_13336_OK,82.0083,8399
1445,4xpi_C_Fe_16125_OK,80.3791,2990
1446,1i4y_F_Fe_7606_OK,128.01,4010
1447,4hsl_A_Fe_1407_OK,72.9932,5450
1448,4xpi_C_Fe_16128_OK,80.3791,2990
1449,1tv7_B_Fe_5311_OK,128.02,44707
1450,6o7s_A_Fe_31047_OK,80.7332,3012
1451,1cc1_S_Fe_5882_OK,65.8696,2252
1452,4ysk_A_Fe_4587_OK,128.034,15601
1453,6o7l_C_Fe_30930_OK,82.1847,3043
1454,6f0k_B_Fe_39974_OK,27.1887,9016
1455,3cix_A_Fe_2773_OK,128.045,35236
1456,5t5i_F_Fe_28057_OK,4.26327,921
1457,4hea_D_Fe_73989_OK,128.014,10308
1458,5fez_A_Fe_2895_OK,128.012,37266
1459,2afi_J_Fe_48329_OK,72.384,3206
1460,5ao0_B_Fe_6850_OK,76.9107,2890
1461,4nm6_A_Fe_3643_OK,3.29279,233
1462,4jc0_A_Fe_6812_OK,128.007,17115
1463,1c4c_A_Fe_4506_OK,46.9095,2702
1464,2afi_B_Fe_48106_OK,72.384,3206
1465,2o01_C_Fe_29593_OK,128.027,59709
1466,4alf_B_Fe_18402_OK,51.5385,2200
1467,2afh_D_Fe_20441_OK,72.384,3206
1468,2vdc_G_Fe_89205_OK,128.046,32449
1469,1tv7_A_Fe_5291_OK,128.043,43792
1470,4ceh_B_Fe_19429_OK,128.021,13124
1471,5l2r_B_Fe_8329_OK,14.3122,537
1472,1m34_L_Fe_48807_OK,72.384,3206
1473,2goy_F_Fe_14507_OK,128.035,33782
1474,4tkv_D_Fe_16558_OK,72.384,3206
1475,1b0y_A_Fe_625_OK,49.3571,758
1476,1r27_B_Fe_26860_OK,15.0892,560
1477,2p17_A_Fe_1953_OK,128.017,5433
1478,5bvg_A_Fe_16274_OK,79.7267,2990
1479,4ci0_B_Fe_6883_OK,66.7838,2885
1480,1jqk_E_Fe_26874_OK,16.1859,932
1481,5vq4_A_Fe_15980_OK,80.5026,2990
1482,6elq_A_Fe_14319_OK,16.4048,967
1483,1r27_B_Fe_26875_OK,15.0892,560
1484,6elq_X_Fe_14303_OK,16.4048,967
1485,2fug_C_Fe_73706_OK,128.026,10345
1486,1o2d_A_Fe_5599_OK,128.038,14551
1487,6eno_A_Fe_6896_OK,113.793,3119
1488,6a4z_B_Fe_2003_OK,128.011,17609
1489,2vpw_E_Fe_18796_OK,128.032,13879
1490,1tv8_A_Fe_5310_OK,128.043,43793
1491,5odr_G_Fe_31349_OK,0.039163,1
1492,3cf4_A_Fe_7197_OK,9.36486,678
1493,1dj7_A_Fe_1400_OK,40.1445,1018
1494,3cmd_A_Fe_2933_OK,128.0,8246
1495,1ui0_A_Fe_1520_OK,128.036,12044
1496,1h76_A_Fe_5265_OK,16.5258,736
1497,4toc_O_Fe_30776_OK,128.062,18044
1498,6d03_D_Fe_24798_OK,16.5699,739
1499,1o94_A_Fe_17664_OK,68.5281,2529
1500,6fxk_A_Fe_5515_OK,7.36609,277
1501,4qdf_B_Fe_5855_OK,128.05,4724
1502,4rpe_A_Fe_5263_OK,21.5336,1481
1503,5efv_C_Fe_15328_OK,0.916342,37
1504,4jc0_A_Fe_6826_OK,128.007,17115
1505,4tkv_D_Fe_16567_OK,72.384,3206
1506,1kf6_B_Fe_16749_OK,128.008,8908
1507,3or1_A_Fe_14499_OK,14.3161,2589
1508,4wna_B_Fe_16077_OK,72.384,3206
1509,1su6_A_Fe_4658_OK,18.2145,876
1510,3or1_A_Fe_14498_OK,14.3161,2589
1511,1su6_A_Fe_4668_OK,18.2145,876
1512,3gyx_F_Fe_39269_OK,27.3772,1431
1513,3zxs_B_Fe_12120_OK,128.016,6722
1514,1r27_D_Fe_27002_OK,15.0892,560
1515,2min_D_Fe_15846_OK,72.384,3206
1516,1b4n_A_Fe_19152_OK,63.8802,2024
1517,1nit_A_Fe_5820_OK,90.4541,6138
1518,1coj_A_Fe_1718_OK,128.045,5208
1519,3ovp_B_Fe_3687_OK,128.002,38785
1520,3mm5_B_Fe_12613_OK,84.147,8607
1521,6bbl_C_Fe_31703_OK,80.4877,2990
1522,4xdc_B_Fe_18078_OK,45.8999,2680
1523,5a4m_S_Fe_13312_OK,68.8097,2321
1524,2d3y_A_Fe_1727_OK,128.027,11854
1525,3rf9_B_Fe_5604_OK,128.021,32150
1526,5odc_H_Fe_31373_OK,128.021,10895
1527,1e3d_A_Fe_24411_OK,68.5618,2220
1528,1su8_A_Fe_4670_OK,18.2145,876
1529,5yw0_A_Fe_2422_OK,7.5606,152
1530,6c7k_A_Fe_15087_OK,103.619,3106
1531,4wna_A_Fe_16085_OK,80.5026,2990
1532,1r27_B_Fe_26876_OK,15.0892,560
1533,1n2c_C_Fe_24298_OK,80.489,2990
1534,5t5i_F_Fe_28065_OK,4.26327,921
1535,4k36_A_Fe_6117_OK,128.006,32028
1536,1oao_C_Fe_21973_OK,4.48518,242
1537,4uob_A_Fe_3936_OK,128.042,21091
1538,1bc6_A_Fe_1176_OK,128.013,53679
1539,5t5i_F_Fe_28056_OK,4.26327,921
1540,1ru3_A_Fe_5766_OK,4.41908,242
1541,3c8y_A_Fe_4484_OK,46.9095,2702
1542,4ceh_B_Fe_19430_OK,128.021,13124
1543,2fug_P_Fe_73768_OK,30.963,2862
1544,6onc_D_Fe_19059_OK,15.4502,562
1545,5wtd_A_Fe_5017_OK,17.2126,750
1546,4r34_B_Fe_6224_OK,128.025,16314
1547,5vq4_D_Fe_16013_OK,72.384,3206
1548,3aeu_A_Fe_12728_OK,105.746,3242
1549,1r27_D_Fe_27007_OK,15.0892,560
1550,1oa0_A_Fe_8362_OK,33.7246,1332
1551,3w8m_A_Fe_1410_OK,10.5582,211
1552,2afi_J_Fe_48330_OK,72.384,3206
1553,4wn9_C_Fe_15239_OK,41.1499,2468
1554,3c8y_A_Fe_4506_OK,46.9095,2702
1555,1m34_L_Fe_48808_OK,72.384,3206
1556,3git_C_Fe_19827_OK,9.4555,301
1557,4s25_A_Fe_4310_OK,22.949,1510
1558,2afh_D_Fe_20440_OK,72.384,3206
1559,4mhu_B_Fe_4381_OK,128.022,20339
1560,1m1n_E_Fe_32311_OK,80.5026,2990
1561,1m34_I_Fe_48759_OK,80.489,2990
1562,1jnr_D_Fe_12907_OK,32.4975,1937
1563,1l5h_B_Fe_7396_OK,72.384,3206
1564,5n6y_A_Fe_16827_OK,88.252,3178
1565,1h1l_C_Fe_15460_OK,81.9566,2954
1566,1aor_B_Fe_9454_OK,66.1903,2030
1567,3k1a_B_Fe_15815_OK,72.384,3206
1568,4tkv_C_Fe_16566_OK,79.7267,2990
1569,5bvg_D_Fe_16385_OK,72.384,3206
1570,1m1y_G_Fe_49366_OK,128.058,53452
1571,2w55_A_Fe_36377_OK,98.465,7198
1572,1sb3_B_Fe_18721_OK,128.013,8019
1573,5odr_A_Fe_31098_OK,0.039163,1
1574,5bvg_D_Fe_16384_OK,72.384,3206
1575,1y4z_B_Fe_15776_OK,13.4524,484
1576,3a04_A_Fe_2947_OK,128.035,11032
1577,1dax_A_Fe_952_OK,128.057,49306
1578,2pda_B_Fe_18837_OK,14.1296,769
1579,1sum_B_Fe_1807_OK,128.06,7810
1580,4wes_D_Fe_15538_OK,95.0972,3226
1581,5ybn_B_Fe_4496_OK,128.016,19083
1582,2z8q_B_Fe_1077_OK,128.035,26636
1583,2ivf_B_Fe_11746_OK,15.0967,1450
1584,6f0k_B_Fe_39967_OK,27.1887,9016
1585,1h1l_C_Fe_15478_OK,81.9566,2954
1586,2afi_C_Fe_48137_OK,80.7332,3012
1587,1c4c_A_Fe_4505_OK,46.9095,2702
1588,1qgu_A_Fe_15548_OK,81.9566,2954
1589,5g5g_B_Fe_9345_OK,128.043,8008
1590,1k0t_A_Fe_1181_OK,128.071,63031
1591,2fug_L_Fe_73792_OK,128.026,10344
1592,3r1j_A_Fe_3891_OK,128.001,11727
1593,2vpw_B_Fe_18774_OK,128.027,11772
1594,4rap_A_Fe_37109_OK,128.003,10764
1595,2afh_A_Fe_20331_OK,80.7332,3012
1596,1jqk_E_Fe_26873_OK,16.1859,932
