,site,length,neff
1005,2o6p_B_Zn_2096_OK,119,7.4000000953674325
1006,2oaj_A_Zn_6832_OK,875,8.899999618530273
1007,2oh3_A_Zn_1217_OK,149,9.899999618530273
1008,2ox8_A_Zn_4317_OK,129,11.800000190734865
1009,2ox8_A_Zn_4319_OK,129,11.800000190734865
1010,2ox8_A_Zn_4320_OK,129,11.800000190734865
1011,2ox8_A_Zn_4321_OK,129,11.800000190734865
1012,2ox8_B_Zn_4326_OK,129,11.800000190734865
1013,2ox8_D_Zn_4350_OK,129,11.800000190734865
1014,2p0x_A_Zn_1037_OK,64,1.0
1015,2p1h_A_Zn_756_OK,94,9.300000190734863
1016,2p1h_A_Zn_757_OK,94,9.300000190734863
1017,2p1h_A_Zn_758_OK,94,9.300000190734863
1018,2p1h_A_Zn_759_OK,94,9.300000190734863
1019,2p1h_A_Zn_760_OK,94,9.300000190734863
1020,2p2l_B_Zn_4147_OK,178,12.5
1021,2p46_A_Zn_3647_OK,120,7.699999809265138
1022,2p46_A_Zn_3649_OK,120,7.699999809265138
1023,2p46_A_Zn_3650_OK,120,7.5999999046325675
1024,2p46_A_Zn_3651_OK,120,7.699999809265138
1025,2p46_A_Zn_3652_OK,120,7.5999999046325675
1026,2p46_C_Zn_3657_OK,120,7.699999809265138
1027,2p46_D_Zn_3659_OK,121,10.600000381469727
1028,2p9x_A_Zn_3050_OK,98,4.300000190734863
1029,2p9x_C_Zn_3056_OK,98,4.300000190734863
1030,2p9x_D_Zn_3057_OK,98,4.300000190734863
1031,2pdo_D_Zn_9644_OK,142,12.100000381469727
1032,2pdo_E_Zn_9644_OK,140,12.100000381469727
1033,2pgq_A_Zn_2445_OK,43,3.2999999523162837
1034,2ph1_A_Zn_1900_OK,247,11.5
1035,2pig_A_Zn_4889_OK,310,9.600000381469727
1036,2pkp_A_Zn_1288_OK,167,7.9000000953674325
1037,2pli_A_Zn_2699_OK,84,9.0
1038,2pli_A_Zn_2701_OK,84,9.0
1039,2pli_A_Zn_2739_OK,84,9.0
1040,2pli_B_Zn_2722_OK,82,9.0
1041,2pli_B_Zn_2724_OK,82,9.0
1042,2pli_B_Zn_2725_OK,82,9.0
1043,2pli_B_Zn_2726_OK,82,9.0
1044,2pli_C_Zn_2724_OK,81,9.100000381469727
1045,2pli_D_Zn_2699_OK,81,9.100000381469727
1046,2pli_D_Zn_2738_OK,81,9.100000381469727
1047,2pli_D_Zn_2739_OK,81,9.100000381469727
1048,2pms_C_Zn_6975_OK,109,3.5
1049,2ppt_B_Zn_2139_OK,143,11.100000381469727
1050,2pqk_A_Zn_1362_OK,145,8.600000381469728
1051,2prs_A_Zn_4164_OK,263,9.300000190734863
1052,2psy_A_Zn_1824_OK,227,12.0
1053,2ptw_A_Zn_3074_OK,406,9.600000381469727
1054,2ptw_A_Zn_3075_OK,406,9.699999809265137
1055,2ptx_A_Zn_3308_OK,431,9.600000381469727
1056,2ptx_A_Zn_3309_OK,431,9.600000381469727
1057,2pw6_A_Zn_1872_OK,244,8.399999618530272
1058,2pw6_A_Zn_1873_OK,244,8.399999618530272
1059,2pxr_C_Zn_1195_OK,145,5.5
1060,2pxr_C_Zn_1196_OK,145,5.5
1061,2q02_B_Zn_8600_OK,272,11.199999809265137
1062,2q0y_A_Zn_1220_OK,153,12.899999618530273
1063,2q5b_A_Zn_2437_OK,105,11.5
1064,2q5b_A_Zn_2448_OK,105,11.5
1065,2q5b_B_Zn_2437_OK,105,11.5
1066,2q5b_B_Zn_2445_OK,105,11.5
1067,2q5b_C_Zn_2445_OK,105,11.5
1068,2q5b_C_Zn_2448_OK,105,11.5
1069,2q5b_C_Zn_2449_OK,105,11.5
1070,2qa1_A_Zn_3720_OK,488,9.800000190734863
1071,2qfi_A_Zn_4414_OK,286,9.800000190734863
1072,2qnw_A_Zn_663_OK,80,11.399999618530273
1073,2qnw_A_Zn_667_OK,80,11.399999618530273
1074,2qnw_A_Zn_668_OK,80,11.399999618530273
1075,2qqu_A_Zn_4437_OK,535,9.800000190734863
1076,2qqu_A_Zn_4438_OK,535,9.800000190734863
1077,2qqu_A_Zn_4439_OK,535,9.800000190734863
1078,2qqu_A_Zn_4440_OK,535,9.800000190734863
1079,2qqv_A_Zn_4443_OK,537,9.699999809265137
1080,2qqv_A_Zn_4444_OK,537,9.699999809265137
1081,2qqw_A_Zn_4429_OK,534,9.800000190734863
1082,2qsc_H_Zn_3360_OK,211,11.199999809265137
1083,2qsc_L_Zn_3358_OK,215,12.399999618530273
1084,2qsw_A_Zn_805_OK,90,9.300000190734863
1085,2qsw_A_Zn_806_OK,90,9.300000190734863
1086,2r2z_A_Zn_744_OK,84,9.0
1087,2r2z_A_Zn_745_OK,84,8.899999618530273
1088,2r2z_A_Zn_746_OK,84,9.0
1089,2r2z_A_Zn_747_OK,84,8.899999618530273
1090,2ra6_A_Zn_4729_OK,141,9.899999618530273
1091,2ra6_A_Zn_4741_OK,141,9.899999618530273
1092,2ra6_B_Zn_4733_OK,142,10.100000381469727
1093,2ra6_C_Zn_4733_OK,143,10.0
1094,2ra6_D_Zn_4741_OK,143,10.0
1095,2rb4_A_Zn_2633_OK,164,11.399999618530273
1096,2rb4_B_Zn_2633_OK,163,11.199999809265137
1097,2rc5_A_Zn_9545_OK,306,9.899999618530273
1098,2rc5_B_Zn_9545_OK,301,10.100000381469727
1099,2rc6_A_Zn_9501_OK,306,9.899999618530273
1100,2rgx_A_Zn_1621_OK,203,11.800000190734865
1101,2rgx_A_Zn_1622_OK,203,11.899999618530273
1102,2rgx_A_Zn_1623_OK,203,11.800000190734865
1103,2rjq_A_Zn_2267_OK,292,10.5
1104,2rkn_A_Zn_667_OK,77,8.399999618530272
1105,2rkn_A_Zn_668_OK,77,8.399999618530272
1106,2rkn_A_Zn_669_OK,77,8.399999618530272
1107,2ush_A_Zn_8029_OK,506,10.300000190734863
1108,2ush_A_Zn_8030_OK,506,10.300000190734863
1109,2ush_B_Zn_8029_OK,520,10.300000190734863
1110,2ush_B_Zn_8030_OK,520,10.300000190734863
1111,2ush_B_Zn_8044_OK,520,10.300000190734863
1112,2ush_B_Zn_8045_OK,520,10.300000190734863
1113,2usn_A_Zn_1319_OK,165,11.199999809265137
1114,2uur_A_Zn_1734_OK,210,9.300000190734863
1115,2uxa_A_Zn_6119_OK,262,12.399999618530273
1116,2uxa_B_Zn_6119_OK,262,12.399999618530273
1117,2uxa_B_Zn_6120_OK,262,12.399999618530273
1118,2uxa_C_Zn_6122_OK,260,12.5
1119,2uyd_X_Zn_1348_OK,175,7.0999999046325675
1120,2uyd_X_Zn_1349_OK,175,7.0999999046325675
1121,2uyd_X_Zn_1352_OK,175,7.0999999046325675
1122,2uyd_X_Zn_1353_OK,175,7.0999999046325675
1123,2uyd_X_Zn_1354_OK,175,7.0999999046325675
1124,2uyd_X_Zn_1355_OK,175,7.0999999046325675
1125,2uzi_R_Zn_3043_OK,166,11.899999618530273
1126,2uzi_R_Zn_3044_OK,166,11.899999618530273
1127,2v08_A_Zn_1273_OK,84,12.300000190734865
1128,2v08_A_Zn_1275_OK,84,12.300000190734865
1129,2v0p_A_Zn_3565_OK,219,7.699999809265138
1130,2v0p_B_Zn_3567_OK,214,7.699999809265138
1131,2v0p_B_Zn_3568_OK,214,7.699999809265138
1132,2v25_A_Zn_3686_OK,232,11.899999618530273
1133,2v25_B_Zn_3687_OK,232,11.800000190734865
1134,2v25_B_Zn_3688_OK,232,11.800000190734865
1135,2v29_B_Zn_4261_OK,274,8.0
1136,2v2a_A_Zn_2271_OK,274,8.0
1137,2v8l_A_Zn_829_OK,106,7.300000190734862
1138,2v9e_A_Zn_4576_OK,274,7.800000190734862
1139,2v9e_A_Zn_4595_OK,274,7.800000190734862
1140,2v9e_B_Zn_4576_OK,274,7.800000190734862
1141,2v9e_B_Zn_4595_OK,274,7.800000190734862
1142,2v9f_A_Zn_2146_OK,274,7.800000190734862
1143,2v9m_A_Zn_4707_OK,274,8.399999618530272
1144,2v9o_A_Zn_4302_OK,274,8.399999618530272
1145,2v9o_E_Zn_4302_OK,273,8.0
1146,2v9o_E_Zn_4303_OK,273,8.0
1147,2vac_A_Zn_1081_OK,134,9.5
1148,2vac_A_Zn_1082_OK,134,9.399999618530273
1149,2vac_A_Zn_1083_OK,134,9.399999618530273
1150,2vad_A_Zn_1801_OK,217,5.199999809265137
1151,2vad_A_Zn_1802_OK,217,5.199999809265137
1152,2vad_A_Zn_1803_OK,217,5.199999809265137
1153,2vbs_A_Zn_1063_OK,132,7.0
1154,2ves_A_Zn_7018_OK,294,6.800000190734862
1155,2ves_A_Zn_7019_OK,294,6.800000190734862
1156,2ves_B_Zn_6981_OK,288,6.9000000953674325
1157,2ves_C_Zn_6981_OK,299,6.699999809265138
1158,2ves_C_Zn_7018_OK,299,6.699999809265138
1159,2ves_C_Zn_7019_OK,299,6.699999809265138
1160,2vh3_A_Zn_1801_OK,110,1.0
1161,2vh3_B_Zn_1801_OK,110,1.0
1162,2vh5_H_Zn_3009_OK,114,11.0
1163,2vh5_R_Zn_3007_OK,166,11.899999618530273
1164,2vh9_A_Zn_4301_OK,266,8.800000190734863
1165,2vis_C_Zn_5355_OK,267,4.0
1166,2vme_D_Zn_12183_OK,256,9.399999618530273
1167,2vme_E_Zn_12183_OK,256,9.399999618530273
1168,2vme_F_Zn_12183_OK,255,9.5
1169,2vqg_A_Zn_5377_OK,76,4.199999809265137
1170,2vqg_A_Zn_5378_OK,76,4.199999809265137
1171,2vqg_A_Zn_5390_OK,76,4.199999809265137
1172,2vqg_B_Zn_5407_OK,77,4.199999809265137
1173,2vqg_B_Zn_5418_OK,77,4.199999809265137
1174,2vqg_C_Zn_5435_OK,77,4.199999809265137
1175,2vqg_C_Zn_5441_OK,77,4.199999809265137
1176,2vqg_C_Zn_5442_OK,77,4.199999809265137
1177,2vqg_C_Zn_5462_OK,77,4.199999809265137
1178,2vqg_D_Zn_5459_OK,76,4.199999809265137
1179,2vqg_D_Zn_5460_OK,76,4.199999809265137
1180,2vqg_D_Zn_5461_OK,76,4.199999809265137
1181,2vqg_D_Zn_5462_OK,76,4.199999809265137
1182,2vqg_E_Zn_5465_OK,76,4.199999809265137
1183,2vqg_E_Zn_5504_OK,76,4.199999809265137
1184,2vqg_F_Zn_5377_OK,76,4.199999809265137
1185,2vqg_F_Zn_5378_OK,76,4.199999809265137
1186,2vqg_F_Zn_5510_OK,76,4.199999809265137
1187,2vqg_I_Zn_5418_OK,77,4.199999809265137
1188,2vqg_I_Zn_5553_OK,77,4.199999809265137
1189,2vqh_A_Zn_1117_OK,76,4.199999809265137
1190,2vqh_A_Zn_1119_OK,76,4.199999809265137
1191,2vqh_B_Zn_1117_OK,72,4.199999809265137
1192,2vqh_B_Zn_1119_OK,72,4.199999809265137
1193,2vqh_B_Zn_1133_OK,72,4.199999809265137
1194,2vqh_B_Zn_1134_OK,72,4.199999809265137
1195,2vqk_A_Zn_548_OK,72,4.199999809265137
1196,2vqk_A_Zn_549_OK,72,4.199999809265137
1197,2vqk_A_Zn_550_OK,72,4.199999809265137
1198,2vqk_A_Zn_552_OK,72,4.199999809265137
1199,2vqk_A_Zn_553_OK,72,4.199999809265137
1200,2vql_A_Zn_2235_OK,76,4.199999809265137
1201,2vql_A_Zn_2236_OK,76,4.199999809265137
1202,2vql_A_Zn_2237_OK,76,4.199999809265137
1203,2vql_A_Zn_2238_OK,76,4.199999809265137
1204,2vql_A_Zn_2249_OK,76,4.199999809265137
1205,2vql_A_Zn_2250_OK,76,4.199999809265137
1206,2vql_B_Zn_2238_OK,73,4.199999809265137
1207,2vql_B_Zn_2249_OK,73,4.199999809265137
1208,2vql_B_Zn_2250_OK,73,4.199999809265137
1209,2vql_C_Zn_2264_OK,76,4.199999809265137
1210,2vr7_A_Zn_2259_OK,153,9.0
1211,2vr7_A_Zn_2266_OK,153,9.0
1212,2vrs_A_Zn_4657_OK,205,3.7000000476837163
1213,2vrs_A_Zn_4658_OK,205,3.7000000476837163
1214,2vrs_A_Zn_4659_OK,205,3.7000000476837163
1215,2vrt_A_Zn_13193_OK,468,7.300000190734862
1216,2vrz_A_Zn_1527_OK,98,10.600000381469727
1217,2vrz_A_Zn_1528_OK,98,10.600000381469727
1218,2vrz_A_Zn_1529_OK,98,10.600000381469727
1219,2vrz_A_Zn_1530_OK,98,10.600000381469727
1220,2vrz_B_Zn_1531_OK,85,10.5
1221,2vs0_A_Zn_1392_OK,83,10.300000190734863
1222,2vs0_A_Zn_1393_OK,83,10.300000190734863
1223,2vs0_A_Zn_1394_OK,83,10.300000190734863
1224,2vs0_A_Zn_1395_OK,83,10.300000190734863
1225,2vs0_B_Zn_1392_OK,84,10.399999618530273
1226,2vs0_B_Zn_1393_OK,84,10.399999618530273
1227,2vs0_B_Zn_1401_OK,84,10.399999618530273
1228,2vtg_A_Zn_898_OK,109,10.600000381469727
1229,2vtg_A_Zn_899_OK,109,10.600000381469727
1230,2vyo_A_Zn_1613_OK,206,10.600000381469727
1231,2vyo_A_Zn_1614_OK,206,10.600000381469727
1232,2vz5_A_Zn_1751_OK,111,11.0
1233,2vz5_A_Zn_1752_OK,111,11.0
1234,2w0d_A_Zn_5077_OK,159,11.300000190734865
1235,2w0d_D_Zn_5077_OK,160,11.199999809265137
1236,2w0m_A_Zn_1789_OK,220,11.0
1237,2w0m_A_Zn_1790_OK,220,11.0
1238,2w0m_A_Zn_1791_OK,220,11.0
1239,2w0m_A_Zn_1792_OK,220,11.0
1240,2w57_A_Zn_2104_OK,131,9.399999618530273
1241,2w57_B_Zn_2105_OK,131,9.399999618530273
1242,2w88_B_Zn_2452_OK,106,11.5
1243,2w8c_A_Zn_1663_OK,106,11.5
1244,2w8c_A_Zn_1664_OK,106,11.5
1245,2w8c_A_Zn_1667_OK,106,11.5
1246,2w8c_B_Zn_1667_OK,106,11.5
1247,2wad_A_Zn_13833_OK,606,9.399999618530273
1248,2wad_A_Zn_13834_OK,606,9.399999618530273
1249,2wad_B_Zn_13838_OK,605,9.5
1250,2wad_C_Zn_13841_OK,607,9.5
1251,2wae_A_Zn_4615_OK,607,9.5
1252,2wgt_C_Zn_4411_OK,183,5.599999904632568
1253,2whk_A_Zn_2718_OK,332,7.800000190734862
1254,2wwn_A_Zn_2216_OK,158,8.399999618530272
1255,2wwn_A_Zn_2217_OK,158,8.5
1256,2wwn_A_Zn_2218_OK,158,8.399999618530272
1257,2wwo_B_Zn_2251_OK,157,8.600000381469728
1258,2x2o_A_Zn_1020_OK,117,9.399999618530273
1259,2x2o_A_Zn_1021_OK,117,9.399999618530273
1260,2x2o_A_Zn_1022_OK,117,9.399999618530273
1261,2x4h_B_Zn_4217_OK,130,9.800000190734863
1262,2x4h_D_Zn_4217_OK,129,9.699999809265137
1263,2x4h_D_Zn_4218_OK,129,9.899999618530273
1264,2x4k_A_Zn_1013_OK,62,10.5
1265,2x4k_B_Zn_1023_OK,62,10.5
1266,2x4k_B_Zn_1024_OK,62,10.5
1267,2x5r_A_Zn_969_OK,124,1.0
1268,2x5r_A_Zn_971_OK,124,1.0
1269,2x5r_A_Zn_972_OK,124,1.0
1270,2x6p_A_Zn_703_OK,29,1.0
1271,2x6p_B_Zn_703_OK,29,1.0
1272,2x6p_B_Zn_704_OK,29,1.0
1273,2x7y_A_Zn_7078_OK,437,12.399999618530273
1274,2x80_B_Zn_7425_OK,455,12.5
1275,2xbq_A_Zn_1715_OK,105,12.0
1276,2xbq_B_Zn_1715_OK,105,12.100000381469727
1277,2xc2_A_Zn_891_OK,110,11.899999618530273
1278,2xdd_E_Zn_6250_OK,162,7.0999999046325675
1279,2xev_A_Zn_3019_OK,121,12.5
1280,2xev_A_Zn_3021_OK,121,12.5
1281,2xev_B_Zn_3021_OK,124,12.399999618530273
1282,2xev_B_Zn_3022_OK,124,12.399999618530273
1283,2xev_B_Zn_3024_OK,124,12.399999618530273
1284,2xev_C_Zn_3024_OK,122,12.5
1285,2xev_C_Zn_3025_OK,122,12.5
1286,2xgw_A_Zn_1324_OK,166,8.600000381469728
1287,2xgw_A_Zn_1326_OK,166,8.600000381469728
1288,2xgw_A_Zn_1327_OK,166,8.600000381469728
1289,2xjk_A_Zn_1136_OK,153,9.0
1290,2xjk_A_Zn_1137_OK,153,9.100000381469727
1291,2xjk_A_Zn_1138_OK,153,9.0
1292,2xl9_A_Zn_3670_OK,231,6.199999809265138
1293,2xnj_A_Zn_4074_OK,255,10.800000190734863
1294,2xnj_A_Zn_4077_OK,255,10.800000190734863
1295,2xnj_B_Zn_4200_OK,250,10.800000190734863
1296,2xnj_B_Zn_4201_OK,250,10.800000190734863
1297,2xnj_B_Zn_4202_OK,250,10.800000190734863
1298,2xnj_B_Zn_4203_OK,250,10.800000190734863
1299,2xnj_B_Zn_4204_OK,250,10.800000190734863
1300,2xnj_B_Zn_4205_OK,250,10.800000190734863
1301,2xq8_A_Zn_12657_OK,310,10.899999618530273
1302,2xq8_C_Zn_12656_OK,310,10.899999618530273
1303,2xq8_C_Zn_12657_OK,310,10.899999618530273
1304,2xqc_D_Zn_3457_OK,132,10.600000381469727
1305,2xqc_D_Zn_3458_OK,132,10.699999809265137
1306,2xs2_A_Zn_843_OK,88,12.5
1307,2xs7_A_Zn_768_OK,86,12.600000381469727
1308,2xsc_E_Zn_2782_OK,69,1.399999976158142
1309,2xva_C_Zn_6469_OK,190,11.199999809265137
1310,2xwc_A_Zn_1593_OK,204,6.699999809265138
1311,2xyb_A_Zn_4072_OK,497,10.399999618530273
1312,2xyb_A_Zn_4073_OK,497,10.399999618530273
1313,2xyb_A_Zn_4074_OK,497,10.399999618530273
1314,2xyb_A_Zn_4075_OK,497,10.399999618530273
1315,2xyb_A_Zn_4076_OK,497,10.399999618530273
1316,2xyb_A_Zn_4077_OK,497,10.399999618530273
1317,2xyb_A_Zn_4078_OK,497,10.399999618530273
1318,2xyb_A_Zn_4079_OK,497,10.399999618530273
1319,2xz0_A_Zn_9051_OK,346,6.5
1320,2xz0_C_Zn_9061_OK,346,6.5
1321,2y0o_A_Zn_1416_OK,171,6.800000190734862
1322,2y0s_B_Zn_52474_OK,1085,8.399999618530272
1323,2y20_D_Zn_2688_OK,54,12.699999809265135
1324,2y20_E_Zn_2692_OK,57,12.399999618530273
1325,2y20_F_Zn_2692_OK,57,12.399999618530273
1326,2y4y_A_Zn_2482_OK,82,6.9000000953674325
1327,2y4y_A_Zn_2491_OK,82,6.9000000953674325
1328,2y4y_A_Zn_2511_OK,82,6.9000000953674325
1329,2y4y_B_Zn_2496_OK,76,7.300000190734862
1330,2y4y_C_Zn_2482_OK,79,7.199999809265138
1331,2y4y_D_Zn_2511_OK,80,7.199999809265138
1332,2y5q_A_Zn_2273_OK,289,10.699999809265137
1333,2y5q_A_Zn_2274_OK,289,10.600000381469727
1334,2y5q_A_Zn_2275_OK,289,10.600000381469727
1335,2y7i_A_Zn_3621_OK,229,12.100000381469727
1336,2y7i_B_Zn_3644_OK,225,12.199999809265135
1337,2y7i_B_Zn_3645_OK,225,12.199999809265135
1338,2yc5_A_Zn_1807_OK,217,11.300000190734865
1339,2ycb_A_Zn_10249_OK,634,8.199999809265138
1340,2ygt_A_Zn_2175_OK,283,5.300000190734863
1341,2ygt_A_Zn_2176_OK,283,5.300000190734863
1342,2yhg_A_Zn_3276_OK,411,6.800000190734862
1343,2yjp_A_Zn_5673_OK,248,11.5
1344,2yjp_A_Zn_5674_OK,248,11.5
1345,2yjp_A_Zn_5675_OK,248,11.5
1346,2yjp_A_Zn_5677_OK,248,11.5
1347,2yjp_A_Zn_5678_OK,248,11.5
1348,2yjp_B_Zn_5675_OK,247,11.300000190734865
1349,2yjp_B_Zn_5678_OK,247,11.300000190734865
1350,2yjp_B_Zn_5713_OK,247,11.300000190734865
1351,2yjp_C_Zn_5713_OK,247,11.300000190734865
1352,2yjp_C_Zn_5714_OK,247,11.300000190734865
1353,2yr2_B_Zn_2292_OK,141,10.100000381469727
1354,2yx1_A_Zn_5173_OK,323,8.5
1355,2yx1_B_Zn_5206_OK,310,8.399999618530272
1356,2yx1_B_Zn_5207_OK,310,8.399999618530272
1357,2z2y_B_Zn_5643_OK,65,9.199999809265137
1358,2z45_A_Zn_1766_OK,109,5.300000190734863
1359,2z45_A_Zn_1767_OK,109,5.199999809265137
1360,2z45_A_Zn_1768_OK,109,5.199999809265137
1361,2z45_A_Zn_1769_OK,109,5.199999809265137
1362,2z45_A_Zn_1770_OK,109,5.199999809265137
1363,2z45_A_Zn_1772_OK,109,5.300000190734863
1364,2z45_A_Zn_1774_OK,109,5.300000190734863
1365,2z45_B_Zn_1766_OK,108,5.300000190734863
1366,2z45_B_Zn_1767_OK,108,5.300000190734863
1367,2z45_B_Zn_1768_OK,108,5.300000190734863
1368,2z45_B_Zn_1772_OK,108,5.300000190734863
1369,2z45_B_Zn_1773_OK,108,5.300000190734863
1370,2z45_B_Zn_1774_OK,108,5.300000190734863
1371,2z8f_B_Zn_6136_OK,399,11.5
1372,2z8x_A_Zn_4565_OK,616,8.100000381469728
1373,2z8x_A_Zn_4566_OK,616,8.100000381469728
1374,2zc0_D_Zn_12515_OK,405,11.5
1375,2zc2_A_Zn_1257_OK,75,11.100000381469727
1376,2zc2_A_Zn_1258_OK,75,11.0
1377,2zc2_B_Zn_1259_OK,75,11.100000381469727
1378,2zc2_B_Zn_1260_OK,75,11.100000381469727
1379,2zc2_B_Zn_1261_OK,75,11.0
1380,2zc2_B_Zn_1262_OK,75,11.100000381469727
1381,2zc2_B_Zn_1263_OK,75,11.100000381469727
1382,2zc5_D_Zn_6360_OK,384,9.600000381469727
1383,2zc6_D_Zn_6359_OK,384,9.600000381469727
1384,2zc6_D_Zn_6362_OK,384,9.600000381469727
1385,2zcc_B_Zn_1680_OK,70,12.300000190734865
1386,2zcc_C_Zn_1680_OK,71,12.300000190734865
1387,2ze7_A_Zn_1817_OK,226,10.100000381469727
1388,2ze7_A_Zn_1818_OK,226,9.899999618530273
1389,2zn8_A_Zn_1384_OK,166,11.300000190734865
1390,2zn8_A_Zn_1385_OK,166,11.300000190734865
1391,2zn8_A_Zn_1386_OK,166,11.300000190734865
1392,2zn8_A_Zn_1387_OK,166,11.300000190734865
1393,2zrt_B_Zn_11012_OK,165,11.300000190734865
1394,2zrt_C_Zn_10986_OK,164,11.300000190734865
1395,2zrt_C_Zn_10988_OK,164,11.300000190734865
1396,2zrt_C_Zn_11012_OK,164,11.300000190734865
1397,2ztg_A_Zn_5924_OK,739,7.699999809265138
1398,2ztx_A_Zn_1401_OK,180,9.699999809265137
1399,2zum_A_Zn_3211_OK,378,10.5
1400,2zum_A_Zn_3213_OK,378,10.5
1401,2zum_A_Zn_3216_OK,378,10.5
1402,2zum_A_Zn_3217_OK,378,10.5
1403,2zum_A_Zn_3222_OK,378,10.5
1404,2zum_A_Zn_3223_OK,378,10.5
1405,2zvl_B_Zn_11946_OK,247,10.199999809265137
1406,2zwi_A_Zn_6121_OK,370,6.800000190734862
1407,2zwr_A_Zn_3066_OK,200,11.0
1408,2zwr_A_Zn_3067_OK,200,11.0
1409,2zwr_A_Zn_3068_OK,200,11.0
1410,2zwr_A_Zn_3069_OK,200,10.899999618530273
1411,2zwr_A_Zn_3070_OK,200,11.0
1412,2zwr_A_Zn_3071_OK,200,11.0
1413,2zwr_A_Zn_3074_OK,200,11.0
1414,2zwr_B_Zn_3067_OK,207,10.800000190734863
1415,2zwr_B_Zn_3074_OK,207,10.800000190734863
1416,2zwr_B_Zn_3075_OK,207,10.800000190734863
1417,2zwr_B_Zn_3076_OK,207,10.800000190734863
1418,2zwr_B_Zn_3077_OK,207,10.800000190734863
1419,2zzw_B_Zn_5290_OK,330,9.899999618530273
1420,3a1z_A_Zn_6473_OK,208,9.300000190734863
1421,3a1z_A_Zn_6474_OK,208,9.300000190734863
1422,3a1z_A_Zn_6475_OK,208,9.300000190734863
1423,3a1z_A_Zn_6476_OK,208,9.300000190734863
1424,3a1z_B_Zn_6493_OK,212,9.100000381469727
1425,3a1z_B_Zn_6535_OK,212,9.300000190734863
1426,3a1z_C_Zn_6515_OK,212,9.199999809265137
1427,3a1z_D_Zn_6493_OK,209,9.300000190734863
1428,3a1z_D_Zn_6535_OK,209,9.300000190734863
1429,3a3n_A_Zn_2815_OK,319,9.899999618530273
1430,3a3n_B_Zn_2816_OK,63,8.699999809265138
1431,3akq_A_Zn_1483_OK,189,6.800000190734862
1432,3alr_A_Zn_1993_OK,63,4.699999809265137
1433,3ay0_A_Zn_5179_OK,320,8.399999618530272
1434,3ay0_A_Zn_5180_OK,320,8.399999618530272
1435,3ay0_A_Zn_5181_OK,320,8.399999618530272
1436,3ay0_B_Zn_5179_OK,314,8.5
1437,3ay0_B_Zn_5202_OK,314,8.5
1438,3b0z_A_Zn_995_OK,41,6.199999809265138
1439,3b0z_A_Zn_996_OK,41,6.199999809265138
1440,3b4n_A_Zn_4750_OK,314,5.5
1441,3b4n_A_Zn_4751_OK,314,5.5
1442,3b4n_A_Zn_4752_OK,314,5.5
1443,3b4n_A_Zn_4766_OK,314,5.5
1444,3b4n_A_Zn_4768_OK,314,5.5
1445,3b4n_B_Zn_4766_OK,314,5.5
1446,3b4n_B_Zn_4767_OK,314,5.5
1447,3b4n_B_Zn_4768_OK,314,5.5
1448,3b8y_B_Zn_4553_OK,294,5.099999904632568
1449,3b90_A_Zn_3334_OK,226,5.300000190734863
1450,3b92_A_Zn_2055_OK,259,9.699999809265137
1451,3bb6_D_Zn_3535_OK,103,6.4000000953674325
1452,3bft_B_Zn_6117_OK,259,12.5
1453,3bgo_S_Zn_2400_OK,263,10.5
1454,3bgo_S_Zn_2401_OK,263,10.5
1455,3bgo_S_Zn_2402_OK,263,10.5
1456,3bgo_S_Zn_2403_OK,263,10.5
1457,3bkf_A_Zn_510_OK,66,7.0
1458,3bkf_A_Zn_511_OK,66,7.0999999046325675
1459,3bpc_A_Zn_3318_OK,216,12.399999618530273
1460,3bpu_A_Zn_638_OK,86,12.399999618530273
1461,3bpu_A_Zn_639_OK,86,12.399999618530273
1462,3byw_A_Zn_9464_OK,157,6.0
1463,3byw_A_Zn_9465_OK,157,6.0
1464,3byw_B_Zn_9471_OK,159,6.0
1465,3byw_C_Zn_9486_OK,160,6.0
1466,3byw_D_Zn_9491_OK,157,6.0999999046325675
1467,3byw_D_Zn_9493_OK,157,6.0999999046325675
1468,3byw_D_Zn_9494_OK,157,6.0
1469,3byw_D_Zn_9507_OK,157,6.0
1470,3byw_E_Zn_9491_OK,159,6.0
1471,3byw_E_Zn_9507_OK,159,6.0
1472,3byw_E_Zn_9508_OK,159,6.0
1473,3byw_E_Zn_9510_OK,159,6.0
1474,3c3u_A_Zn_2594_OK,320,10.0
1475,3c62_A_Zn_3393_OK,106,9.699999809265137
1476,3c62_C_Zn_3393_OK,106,9.699999809265137
1477,3c62_D_Zn_3393_OK,106,9.699999809265137
1478,3c63_A_Zn_3385_OK,106,9.600000381469727
1479,3c63_B_Zn_3341_OK,106,9.600000381469727
1480,3c63_C_Zn_3341_OK,106,9.600000381469727
1481,3c63_C_Zn_3385_OK,106,9.600000381469727
1482,3c63_D_Zn_3341_OK,106,9.600000381469727
1483,3c63_D_Zn_3385_OK,106,9.600000381469727
1484,3c9l_A_Zn_2686_OK,329,12.100000381469727
1485,3ca2_A_Zn_2043_OK,256,9.100000381469727
1486,3cao_A_Zn_808_OK,102,8.699999809265138
1487,3cao_A_Zn_809_OK,102,8.699999809265138
1488,3cao_A_Zn_810_OK,102,8.699999809265138
1489,3cao_A_Zn_811_OK,102,8.699999809265138
1490,3car_A_Zn_790_OK,102,8.699999809265138
1491,3car_A_Zn_791_OK,102,8.699999809265138
1492,3ce2_A_Zn_4810_OK,595,10.199999809265137
